Marque_voiture,Modele,Kilometrage,Couleur,TypeBoite,Annee,Cylindre,Puissance,Carburant,Prix,Age
Citroen,C5,3650000,Noir,Automatique,2012,1.6,6,Diesel,39000,12
Audi,A3,120000,Marron,Manuelle,2015,1.2,5,Essence,53000,9
Hyundai,Tucson,34,Noir,Automatique,2021,1.7,7,Diesel,147000,3
Skoda,Fabia,100000,Argent,Manuelle,2019,1.2,3,Essence,123000,5
Hyundai,I 10,120000,Noir,Automatique,2017,1.5,5,Essence,36000,7
Citroen,DS4,180000,Blanc,Manuelle,2017,1.2,7,Essence,45000,7
Opel,Corsa,400,Argent,Manuelle,1995,1.2,5,Essence,10800,29
Volkswagen,Tiguan,200000,Gris,Manuelle,2012,2.0,6,Diesel,55000,12
Peugeot,301,190000,Marron,Manuelle,2015,1.2,5,Essence,27000,9
Chery,Tiggo,20000,Noir,Automatique,2022,1.0,7,Essence,85000,2
Fiat,Doblo,139000,Blanc,Manuelle,2019,3.0,5,Diesel,28000,5
Mitsubishi,L200,252,Noir,Manuelle,2011,2.5,10,Diesel,123000,13
Peugeot,3008,160,Noir,Automatique,2019,1.4,7,Essence,85000,5
Volkswagen,Golf 4,300000,Noir,Manuelle,2001,1.4,5,Essence,19000,23
Volkswagen,Tiguan,142000,Bleu,Automatique,2015,2.0,11,Essence,55000,9
Volkswagen,Polo,158000,Blanc,Manuelle,2019,1.0,4,Essence,33000,5
Citroen,C3,169000,Gris,Manuelle,2011,1.2,5,Essence,29700,13
Peugeot,206,245000,Gris,Manuelle,2002,1.1,4,Essence,14500,22
Mercedes-Benz,Classe C,149000,Noir,Manuelle,2010,1.8,9,Essence,55000,14
Volkswagen,Golf 6,285000,Gris,Manuelle,2011,1.6,5,Diesel,37000,13
Citroen,C2,154000,Noir,Manuelle,2007,1.4,5,Essence,18000,17
Volkswagen,Polo,120600,Noir,Manuelle,2018,1.4,5,Essence,41000,6
Audi,A4,136500,Noir,Manuelle,2009,1.8,7,Essence,45000,15
Hyundai,I 20,103000,Gris,Manuelle,2018,1.2,5,Essence,46000,6
Nissan,Navara,240,Gris,Manuelle,2011,2.5,10,Diesel,48000,13
mini,Cabrio,164,Noir,Manuelle,2017,2.2,7,Diesel,999000,7
Citroen,C5,191000,Noir,Automatique,2008,2.0,9,Essence,26000,16
Mitsubishi,Pajero Sport,400,Bleu,Manuelle,1994,2.5,10,Diesel,30000,30
Peugeot,308,296,Bleu,Automatique,2002,3.0,9,Essence,15000,22
Fiat,Punto,160000,Gris,Manuelle,1998,1.2,5,Essence,12000,26
Ford,Fiesta,160000,Blanc,Manuelle,2011,1.4,5,Essence,25000,13
Fiat,Tipo,40000,Gris,Manuelle,2022,1.4,5,Essence,20000,2
Citroen,Jumper,65000,Blanc,Manuelle,2010,2.0,7,Diesel,11111,14
Citroen,C5,170000,Blanc,Manuelle,2009,1.6,6,Diesel,36000,15
Renault,Clio,150000,Rouge,Manuelle,2015,1.2,5,Essence,38000,9
Ford,Fiesta,270,Noir,Manuelle,2006,1.2,5,Essence,15500,18
Fiat,Grande Punto,260000,Noir,Manuelle,2008,1.2,5,Essence,17700,16
Peugeot,106,350000,Blanc,Manuelle,1998,1.0,4,Essence,10800,26
Porsche,Cayenne,224000,Gris,Automatique,2008,3.5,21,Essence,78000,16
Peugeot,309,333333,Rouge,Manuelle,1992,1.2,4,Essence,6800,32
Citroen,DS3,55000,Bleu,Manuelle,2017,1.2,5,Essence,42000,7
BMW,Serie 5,129000,Noir,Automatique,2017,2.0,9,Essence,107000,7
Kia,Carens,134,Bleu,Manuelle,2016,1.2,5,Essence,39000,8
Volkswagen,Polo,200000,Gris,Manuelle,2007,1.6,4,Essence,17000,17
Ssangyong,Actyon,240,Noir,Automatique,2011,2.0,8,Diesel,33000,13
Opel,Corsa,111111,Blanc,Manuelle,1992,1.2,5,Essence,8200,32
Seat,Leon ST,33000,Noir,Automatique,2021,1.4,8,Essence,125000,3
Mercedes-Benz,Classe A,143300,Gris,Automatique,2015,1.5,5,Diesel,62000,9
Mitsubishi,Pajero,1111111,Vert,Manuelle,2000,2.8,10,Diesel,1234567,24
BMW,M,0,Bleu,Manuelle,1995,1.9,5,Diesel,12900,29
Peugeot,206,191000,Gris,Manuelle,2006,1.1,4,Essence,19499,18
Volkswagen,Polo,55000,Gris,Manuelle,2007,1.2,4,Essence,17300,17
Renault,Megane,100000,Noir,Manuelle,2020,1.5,5,Diesel,57000,4
Peugeot,3008,93000,Blanc,Automatique,2020,1.6,6,Diesel,98000,4
Honda,City,51000,Blanc,Automatique,2021,1.6,6,Essence,73000,3
Kia,Picanto,88000,Noir,Manuelle,2019,1.0,4,Essence,36000,5
Dacia,Duster,220000,Noir,Manuelle,2013,1.6,7,Essence,34500,11
Mercedes-Benz,250,350,Gris,Manuelle,1989,2.0,7,Diesel,14500,35
Toyota,Yaris Verso,230000,Gris,Manuelle,2016,1.4,5,Essence,40000,8
Volkswagen,Polo,80000,Gris,Manuelle,2007,1.2,5,Essence,21500,17
Volkswagen,Golf 7,140000,Blanc,Manuelle,2014,1.2,5,Essence,67000,10
Chery,QQ,85000,Marron,Manuelle,2016,1.1,4,Essence,21000,8
Seat,Cordoba,240000,Bleu,Automatique,2000,1.0,6,Diesel,17000,24
Hyundai,I 10,55000,Bleu,Manuelle,2021,1.0,4,Essence,41000,3
Audi,A1,140000,Blanc,Automatique,2017,1.4,6,Essence,62000,7
Volkswagen,Golf 7,134600,Blanc,Manuelle,2014,1.2,5,Essence,53000,10
Audi,A3,168000,Gris,Automatique,2007,2.0,8,Diesel,48000,17
Hyundai,I 10,33000,Blanc,Manuelle,2017,1.2,5,Essence,43000,7
Mazda,CX-9,160000,Noir,Automatique,2012,2.7,20,Essence,46000,12
Mazda,2,170000,Blanc,Manuelle,2016,1.4,6,Essence,299996,8
Ssangyong,Family,45000,Blanc,Manuelle,2022,1.2,6,Essence,70000,2
Citroen,C3,207000,Rouge,Manuelle,2004,1.2,5,Essence,19500,20
Isuzu,D-MAX,199000,Gris,Manuelle,2011,2.5,10,Diesel,65000,13
Renault,Logan,0,Jaune,Manuelle,2012,1.9,4,Diesel,14000,12
Peugeot,208,109000,Gris,Manuelle,2014,1.2,5,Essence,28500,10
Renault,Clio,256,Gris,Manuelle,2000,1.2,4,Essence,16000,24
Opel,Corsa,300,Noir,Manuelle,1996,1.2,4,Essence,13000,28
Opel,Kadett,95000,Noir,Manuelle,1991,1.1,5,Essence,5000,33
Toyota,Corolla,13400,Noir,Automatique,2022,1.6,6,Essence,82000,2
Kia,Picanto,100000,Rouge,Automatique,2019,1.2,5,Essence,40500,5
Opel,Astra,190000,Gris,Manuelle,2008,1.4,5,Essence,26000,16
Volkswagen,Tiguan,100,Noir,Automatique,2018,1.4,8,Essence,92000,6
Peugeot,301,72,Noir,Manuelle,2020,1.2,5,Essence,28300,4
Peugeot,301,66,Gris,Manuelle,2020,1.2,5,Essence,27700,4
Volkswagen,Polo,218000,Gris,Manuelle,2001,1.4,5,Essence,14500,23
Peugeot,301,87000,Gris,Manuelle,2018,1.2,5,Essence,27000,6
Peugeot,205,20,Rouge,Manuelle,1988,4.0,4,Essence,5000000,36
Volkswagen,Golf,157500,Gris,Manuelle,2014,1.2,5,Essence,52000,10
Volkswagen,Caddy,95995,Gris,Manuelle,2015,1.6,5,Diesel,45000,9
Citroen,C4,301000,Noir,Manuelle,2006,1.4,6,Essence,20100,18
Jeep,Wrangler,200,Noir,Automatique,2011,2.8,13,Diesel,155000,13
Peugeot,407,340000,Beige,Manuelle,2008,1.6,6,Diesel,21000,16
Geely,GK-GL,0,Blanc,Manuelle,2020,4.0,5,Essence,36000,4
Kia,Rio,40000,Bleu,Manuelle,2021,1.2,5,Essence,123000,3
Volkswagen,Transporter,500,Blanc,Manuelle,2014,2.0,7,Diesel,26800,10
Nissan,Micra,67000,Gris,Manuelle,2020,1.2,4,Essence,35500,4
Hyundai,I 10,81667,Blanc,Manuelle,2020,1.2,4,Essence,37500,4
BMW,Serie 1,112000,Blanc,Manuelle,2013,2.0,6,Diesel,65000,11
Volkswagen,Transporter,0,Bleu,Manuelle,1983,1.6,8,Diesel,4000,41
Mercedes-Benz,Classe E,148000,Noir,Automatique,2018,1.6,9,Essence,142000,6
Fiat,Siena,1111,Noir,Manuelle,2005,4.0,5,Essence,17000,19
Hyundai,I 20,47800,Rouge,Manuelle,2020,1.2,5,Essence,49900,4
Citroen,C35,46000,Blanc,Manuelle,2019,1.2,4,Essence,46200,5
Nissan,Patrol GR,230000,Bleu,Automatique,2000,2.0,7,Essence,9999,24
Kia,Rio,160000,Noir,Manuelle,2018,1.2,5,Essence,39800,6
Seat,Ibiza,144000,Blanc,Manuelle,2017,1.0,4,Essence,34000,7
Citroen,Berlingo,209,Blanc,Manuelle,2014,4.0,5,Diesel,27500,10
Kia,Sorento,245000,Bleu,Automatique,2011,2.0,12,Diesel,48500,13
Peugeot,2008,126000,Blanc,Manuelle,2008,2.0,5,Essence,46000,16
Citroen,Berlingo,175000,Gris,Manuelle,2017,1.6,6,Diesel,29000,7
Kia,Sportage,40000,Noir,Automatique,2019,2.0,11,Diesel,1234,5
Mercedes-Benz,Classe E,300,Beige,Manuelle,1981,1.9,8,Diesel,5500,43
Dacia,Logan MCV,66500,Gris,Manuelle,2021,1.2,5,Essence,44500,3
Seat,Ibiza,34000,Blanc,Manuelle,2021,1.0,4,Essence,57000,3
Nissan,Micra,85000,Gris,Automatique,2014,1.0,5,Essence,29000,10
Citroen,Berlingo,157000,Gris,Manuelle,2018,1.6,5,Diesel,45000,6
Seat,Ibiza,45000,Gris,Manuelle,2019,1.0,4,Essence,49000,5
Volkswagen,Golf 6,194000,Bleu,Manuelle,2011,1.6,5,Diesel,42000,13
Fiat,Punto,300,Blanc,Manuelle,1998,1.2,4,Essence,12500,26
Kia,Rio,17000,Noir,Automatique,2022,1.5,7,Essence,66500,2
Volkswagen,Golf 5,250,Blanc,Manuelle,2004,1.4,5,Essence,200000,20
Volkswagen,Jetta,164000,Noir,Manuelle,2014,1.4,7,Essence,45000,10
Peugeot,Partner,250000,Blanc,Manuelle,2010,1.4,6,Diesel,24000,14
Mazda,2,176000,Rouge,Automatique,2016,1.5,6,Essence,37000,8
Citroen,C15,300,Blanc,Manuelle,2008,1.6,7,Diesel,9500,16
Suzuki,Celerio,105000,Orange,Manuelle,2020,1.0,100,Essence,27500,4
Fiat,Doblo,1400000,Gris,Manuelle,2018,1.3,5,Diesel,30000,6
Mercedes-Benz,Classe C,382000,Gris,Automatique,2001,2.0,11,Essence,27000,23
Honda,CR-V,15000,Gris,Automatique,2022,1.5,11,Essence,145000,2
Hyundai,I 20,102000,Noir,Manuelle,2019,4.0,5,Essence,41000,5
Mercedes-Benz,Classe C,270000,Gris,Automatique,2015,2.0,7,Diesel,88000,9
Volkswagen,Golf,90,Gris,Manuelle,2017,1.2,6,Essence,75000,7
Renault,Capture,143000,Noir,Manuelle,2014,1.0,6,Essence,37800,10
Fiat,500,0,Noir,Manuelle,2023,1.2,4,Essence,550000,1
Citroen,Berlingo,302,Blanc,Manuelle,2012,3.0,5,Diesel,17000,12
BMW,Serie 5,190,Noir,Automatique,1998,2.0,11,Essence,14000,26
Fiat,Grande Punto,140,Blanc,Manuelle,2010,1.0,5,Essence,1234,14
Renault,Clio,280000,Noir,Manuelle,2003,2.1,4,Essence,17500,21
Fiat,Fiorino,92000,Blanc,Manuelle,2020,1.4,5,Diesel,33000,4
Peugeot,306,3333,Blanc,Manuelle,1997,1.2,6,Essence,8700,27
Fiat,Grande Punto,213000,Gris,Manuelle,2009,1.2,5,Essence,22000,15
Mercedes-Benz,Classe E,280000,Noir,Automatique,2004,2.0,9,Diesel,39500,20
Opel,Corsa,135,Bleu,Manuelle,2016,1.2,5,Essence,29500,8
Nissan,Qashqai,243000,Noir,Manuelle,2010,1.5,6,Diesel,39000,14
Volkswagen,Passat,185000,Noir,Manuelle,2010,1.6,5,Diesel,38000,14
Volkswagen,Caddy,300,Blanc,Manuelle,2008,1.4,7,Diesel,22000,16
Peugeot,106,300000,Gris,Manuelle,1997,4.0,5,Essence,10500,27
Peugeot,206+,111111111,Blanc,Manuelle,2007,1.1,4,Essence,17600,17
Volkswagen,Passat,220,Noir,Manuelle,2002,1.6,7,Essence,21500,22
Mazda,3,90000,Noir,Manuelle,2016,1.6,6,Essence,40000,8
Ssangyong,Family,107000,Blanc,Manuelle,2017,1.6,7,Essence,51500,7
Kia,Sportage,130,Blanc,Manuelle,2018,1.6,6,Diesel,85000,6
Nissan,Qashqai,270,Noir,Manuelle,2011,1.5,6,Diesel,43000,13
Kia,Rio,108,Blanc,Manuelle,2012,1.2,5,Essence,11111,12
Kia,Rio,148000,Bleu,Manuelle,2017,1.4,5,Essence,35000,7
Toyota,FJ,2696,Blanc,Manuelle,2015,2.0,7,Diesel,70000,9
Peugeot,208,115000,Blanc,Manuelle,2019,3.0,5,Essence,310000,5
Citroen,C4,191000,Marron,Manuelle,2013,1.4,6,Essence,28500,11
Mahindra,Hover,50000,Noir,Manuelle,2019,1.2,5,Essence,33000,5
Mercedes-Benz,Classe B,170000,Bleu,Manuelle,2014,2.0,7,Diesel,55000,10
Peugeot,206+,91000,Rouge,Manuelle,2002,1.0,4,Essence,18000,22
Volkswagen,Transporter,999999,Blanc,Manuelle,2002,1.0,7,Diesel,13500,22
Fiat,500,67000,Gris,Manuelle,2019,1.2,4,Essence,49000,5
Renault,Master,72000,Blanc,Manuelle,2011,2.3,8,Diesel,48000,13
Mercedes-Benz,Classe CLA,7955,Gris,Automatique,2019,1.6,7,Essence,160000,5
Hyundai,I 10,79120,Bleu,Manuelle,2020,1.2,5,Essence,37300,4
Peugeot,405,300,Gris,Manuelle,1990,4.0,5,Essence,7800,34
Peugeot,208,80000,Rose,Manuelle,2017,1.2,5,Essence,36000,7
Volkswagen,Golf,184,Noir,Manuelle,2011,1.6,5,Diesel,45000,13
Renault,Clio,160000,Noir,Manuelle,2014,1.2,5,Essence,36500,10
Seat,Ibiza,37800,Gris,Manuelle,2021,1.0,4,Essence,54000,3
BMW,Serie 5,35000,Blanc,Automatique,2022,1.6,10,Essence,278000,2
Hyundai,I 10,20000,Blanc,Automatique,2021,1.2,5,Essence,52000,3
Citroen,C4 Aircross,94000,Rouge,Manuelle,2017,1.2,4,Essence,40500,7
Ford,Focus C-MAX,178000,Noir,Automatique,2007,1.6,7,Essence,24500,17
BMW,Serie 5,220000,Noir,Automatique,2006,2.0,11,Essence,40000,18
Volkswagen,Tiguan,28000,Noir,Manuelle,2021,1.0,6,Essence,115000,3
Volkswagen,Polo,180000,Blanc,Manuelle,2010,1.2,5,Essence,1234,14
Citroen,C3,75000,Blanc,Manuelle,2017,1.2,4,Essence,36500,7
Fiat,Punto,370,Rouge,Manuelle,1999,1.2,4,Essence,11200,25
Volkswagen,Polo,460,Blanc,Manuelle,1998,1.0,4,Essence,10300,26
Peugeot,301,113000,Noir,Manuelle,2015,1.2,5,Essence,25000,9
Citroen,DS3,170000,Violet,Manuelle,2013,1.2,5,Essence,28500,11
Citroen,Berlingo,200,Blanc,Manuelle,2019,2.0,19,Diesel,111111,5
Hyundai,Accent,6000,Gris,Automatique,2022,1.3,5,Essence,68000,2
Peugeot,Partner,111111,Blanc,Manuelle,2005,2.0,8,Diesel,17500,19
Kia,Rio,53000,Gris,Manuelle,2020,1.2,5,Essence,60000,4
Renault,Clio,51000,Gris,Manuelle,2021,1.0,5,Essence,47500,3
mini,One,170000,Blanc,Manuelle,2009,1.2,5,Essence,30000,15
Fiat,Panda,209000,Gris,Manuelle,2011,1.2,4,Essence,22000,13
Volkswagen,Polo,228000,Noir,Manuelle,2015,1.4,5,Essence,1000,9
Mercedes-Benz,210,200000,Noir,Manuelle,1990,1.4,9,Essence,15000,34
Fiat,Fiorino,300,Gris,Manuelle,2017,1.4,5,Diesel,19800,7
Audi,A3,133000,Noir,Automatique,2017,1.2,6,Essence,79999,7
Peugeot,Partner,235754,Bleu,Manuelle,2012,1.0,5,Diesel,23500,12
Peugeot,106,160000,Gris,Manuelle,1997,1.2,4,Essence,9600,27
Fiat,500X,38000,Blanc,Manuelle,2022,1.0,6,Essence,100000,2
Hyundai,Elantra,200000,Blanc,Manuelle,2017,1.5,7,Essence,35000,7
Volkswagen,Golf 2,123,Blanc,Manuelle,1999,1.2,4,Diesel,1200,25
Ford,Focus,280000,Noir,Automatique,2007,1.4,6,Essence,18000,17
Dacia,Logan MCV,436,Noir,Manuelle,2012,1.5,4,Diesel,16500,12
Ford,Fiesta,246,Noir,Manuelle,2005,1.2,5,Essence,19000,19
Iveco,Daily,0,Blanc,Manuelle,1986,1.1,8,Diesel,5498,38
Toyota,Prado,400000,Blanc,Manuelle,1999,3.0,12,Diesel,49000,25
Volkswagen,Polo,86500,Blanc,Manuelle,2019,1.0,4,Essence,48500,5
Volkswagen,Polo,200000,Noir,Manuelle,2004,1.2,4,Essence,17500,20
Nissan,Micra,45000,Noir,Manuelle,2020,1.2,5,Essence,35500,4
Volkswagen,Polo,196000,Blanc,Manuelle,2005,1.2,4,Essence,15500,19
Renault,Clio,129668,Noir,Manuelle,2015,1.2,4,Essence,27500,9
Mercedes-Benz,Classe A,240000,Gris,Manuelle,2002,1.4,6,Essence,17500,22
Mazda,MX3,14000,Blanc,Manuelle,2015,1.2,6,Essence,45000,9
Fiat,Doblo,178000,Blanc,Manuelle,2014,1.6,5,Diesel,17500,10
BMW,Serie 1,189000,Noir,Automatique,2011,1.5,7,Essence,45000,13
Kia,Carens,175000,Gris,Automatique,2014,1.7,8,Diesel,50000,10
Hyundai,Veloster,157,Blanc,Automatique,2015,1.6,8,Essence,40500,9
Mercedes-Benz,Classe E,530000,Argent,Manuelle,2002,2.2,8,Diesel,32000,22
mini,Country Man,95,Blanc,Automatique,2010,4.0,11,Essence,50000,14
Citroen,Jumpy,111111111,Blanc,Manuelle,2000,1.0,1,Diesel,12000,24
Mercedes-Benz,Classe E,6800,Noir,Automatique,2023,1.6,9,Essence,250000,1
Renault,Capture,92000,Bleu,Manuelle,2019,1.0,5,Essence,55000,5
Suzuki,Celerio,40000,Noir,Manuelle,2022,1.5,6,Essence,60000,2
Ford,Expedition,3000000,Noir,Manuelle,1994,1.0,9,Essence,18000,30
Mercedes-Benz,Classe CLA,128,Blanc,Automatique,2020,1.6,6,Diesel,139000,4
Renault,Trafic,0,Rouge,Manuelle,2005,1.9,6,Diesel,15000,19
Renault,Capture,140000,Bleu,Manuelle,2015,1.2,6,Essence,40500,9
BMW,X5,0,Blanc,Automatique,2020,3.0,20,Essence,500000,4
Hyundai,Elantra,156000,Blanc,Manuelle,2017,1.6,7,Essence,48500,7
Mitsubishi,L200,291000,Gris,Manuelle,2007,2.5,10,Diesel,43000,17
Toyota,Avensis,260000,Noir,Manuelle,2014,1.5,6,Essence,20000,10
Peugeot,305,360000,Gris,Manuelle,1981,4.0,6,Diesel,5500,43
Peugeot,208,62000,Gris,Manuelle,2020,1.2,4,Essence,36200,4
Fiat,Grande Punto,175,Argent,Manuelle,2015,1.2,4,Essence,25500,9
Fiat,Pinto,170000,Gris,Manuelle,2006,1.5,5,Essence,1234567,18
Citroen,C3,52,Rouge,Manuelle,2020,1.2,5,Essence,36500,4
Mazda,CX-5,160000,Rouge,Automatique,2014,2.0,9,Essence,54999,10
Isuzu,D-MAX,234000,Blanc,Manuelle,2013,2.5,10,Diesel,68000,11
Peugeot,Expert,280000,Blanc,Manuelle,2007,1.6,5,Diesel,19000,17
Peugeot,3008,150000,Noir,Automatique,2019,1.5,7,Diesel,84999,5
Citroen,C4 Cactus,54000,Violet,Manuelle,2017,1.2,5,Essence,39500,7
Peugeot,208,30000,Gris,Manuelle,2021,1.2,5,Essence,57000,3
Land Rover,Range Rover Sport,240000,Blanc,Automatique,2012,2.0,15,Essence,95000,12
Mitsubishi,Pajero,290000,Blanc,Manuelle,2011,2.8,11,Diesel,83000,13
Citroen,DS3,105000,Blanc,Manuelle,2017,1.2,5,Essence,36800,7
BMW,Serie 1,250000,Blanc,Automatique,2011,1.6,7,Essence,39500,13
Peugeot,Bipper,140000,Bleu,Manuelle,2012,1.4,5,Essence,29000,12
Volkswagen,Polo,200,Noir,Manuelle,2007,1.0,4,Essence,20500,17
Renault,Symbol,290,Blanc,Manuelle,2014,1.2,5,Essence,22600,10
Skoda,Fabia,100000,Bleu,Manuelle,2020,1.2,5,Essence,33800,4
Nissan,Juke,131000,Rouge,Manuelle,2015,1.3,6,Essence,51000,9
Porsche,Cayenne,203000,Gris,Automatique,2005,4.0,27,Essence,73000,19
Ford,Fiesta,40,Blanc,Manuelle,2019,1.6,5,Essence,400000,5
Volkswagen,Tiguan,0,Gris,Manuelle,2023,1.1,6,Essence,74800,1
Kia,Sportage,245000,Blanc,Manuelle,2010,1.7,7,Diesel,58000,14
Citroen,C1,192000,Noir,Manuelle,2011,1.0,4,Essence,111000,13
BMW,M,240000,Noir,Automatique,2006,3.0,11,Diesel,40000,18
Peugeot,Expert,200,Blanc,Manuelle,2007,2.0,7,Diesel,6666666,17
Renault,Megane,246000,Noir,Automatique,2005,1.5,5,Essence,17500,19
Volkswagen,Golf 8,87000,Blanc,Manuelle,2018,1.2,6,Essence,84900,6
Volkswagen,Polo,240000,Gris,Manuelle,2008,1.2,5,Essence,22000,16
Toyota,Prado,350,Noir,Manuelle,2011,3.0,11,Diesel,148000,13
Mazda,CX-9,130000,Noir,Automatique,2013,3.0,20,Essence,45000,11
Citroen,Jumper,172301,Argent,Manuelle,2015,2.0,7,Diesel,34000,9
Citroen,C3,128000,Blanc,Manuelle,2018,1.2,4,Essence,38000,6
Peugeot,405,1111,Bleu,Manuelle,1993,1.6,7,Essence,8000,31
Fiat,Siena,144950,Gris,Manuelle,2005,1.2,5,Essence,1111,19
Isuzu,Trooper,0,Noir,Manuelle,1994,2.4,12,Diesel,15500,30
Renault,Megane,220,Camel,Manuelle,2010,1.5,5,Diesel,26300,14
Volkswagen,Polo,280,Bleu,Manuelle,2003,1.2,3,Essence,1111111,21
BMW,Serie 5,183,Bleu,Automatique,2012,2.0,10,Diesel,71000,12
Seat,Ibiza,37500,Gris,Manuelle,2021,1.0,4,Essence,54000,3
Peugeot,406,430000,Gris,Manuelle,1999,1.4,7,Essence,12500,25
Chevrolet,Optra,185000,Noir,Manuelle,2005,1.3,6,Essence,19500,19
Peugeot,Bipper,3700000,Blanc,Manuelle,2008,2.2,7,Diesel,2000000,16
Ford,Fusion,185000,Noir,Automatique,2016,1.5,9,Essence,47000,8
Mercedes-Benz,Classe C,271000,Noir,Automatique,2008,2.0,11,Essence,44000,16
Suzuki,Celerio,52,Gris,Manuelle,2020,1.0,4,Essence,32500,4
Renault,Clio,200000,Blanc,Manuelle,2020,1.0,5,Essence,45000,4
Fiat,Doblo,268297,Blanc,Manuelle,2015,1.3,5,Diesel,18000,9
Renault,Clio,140000,Rouge,Manuelle,2014,1.2,5,Essence,35000,10
Audi,A2,12000,Blanc,Automatique,1999,1.7,7,Diesel,7000000,25
Peugeot,308,160000,Noir,Manuelle,2020,1.2,5,Diesel,50000,4
Volkswagen,Golf,302000,Vert,Automatique,2007,1.6,7,Essence,32000,17
Peugeot,RCZ,43000,Gris,Manuelle,2023,1.9,6,Diesel,32000,1
Volkswagen,Bora,2000,Blanc,Automatique,2022,1.5,8,Essence,65500,2
Ford,Ka,101900,Gris,Manuelle,2016,1.2,4,Essence,29000,8
Volkswagen,Golf 6,252000,Noir,Manuelle,2009,1.6,5,Essence,35000,15
Volkswagen,Polo,270000,Argent,Manuelle,2002,1.6,4,Essence,13500,22
Kia,Picanto,120000,Noir,Automatique,2014,1.4,5,Essence,34000,10
Peugeot,308,127000,Gris,Automatique,2019,1.6,6,Diesel,58000,5
Toyota,Hilux,1900000,Gris,Automatique,2019,2.4,8,Diesel,163000,5
Opel,Astra,200,Rouge,Manuelle,2000,1.9,5,Diesel,8500,24
Fiat,Fiorino,117000,Blanc,Manuelle,2019,4.0,5,Diesel,28500,5
Opel,Combo,1,Blanc,Manuelle,2007,1.7,7,Diesel,17500,17
Ford,Ka,145000,Blanc,Manuelle,2016,1.2,4,Essence,25300,8
Renault,Clio,140000,Blanc,Manuelle,2019,1.5,5,Diesel,43500,5
Volkswagen,Passat,210000,Bleu,Manuelle,2011,1.6,5,Diesel,45000,13
Volkswagen,Polo,300000,Vert,Manuelle,1999,4.0,4,Essence,12600,25
Seat,Arosa,97000,Camel,Manuelle,2019,1.4,6,Essence,58000,5
Audi,A4,150000,Gris,Manuelle,1999,1.6,7,Essence,17800,25
Peugeot,Partner,500000,Blanc,Manuelle,2000,1.9,75,Diesel,13000,24
Renault,Clio,280000,Gris,Manuelle,2000,1.2,4,Essence,16000,24
Seat,Ibiza,160,Blanc,Manuelle,2013,1.2,5,Essence,123456,11
Seat,Ibiza,179000,Noir,Manuelle,2012,1.2,5,Essence,26000,12
Citroen,Berlingo,198000,Blanc,Manuelle,2018,1.6,7,Diesel,41500,6
Mahindra,Hover,86600,Rouge,Manuelle,2020,1.2,5,Essence,31000,4
Nissan,Juke,130000,Bleu,Automatique,2013,1.2,7,Essence,41000,11
Volkswagen,Polo,243000,Bleu,Manuelle,2015,1.2,4,Essence,16500,9
Chevrolet,Captiva,160000,Noir,Automatique,2016,2.2,10,Diesel,73000,8
Volkswagen,Golf,40000,Blanc,Manuelle,2017,1.0,6,Essence,83000,7
Porsche,Cayenne,160000,Gris,Automatique,2007,3.5,21,Essence,78000,17
Volkswagen,Polo,195000,Noir,Manuelle,2007,1.2,4,Essence,20500,17
Kia,Sportage,295000,Gris,Automatique,2017,2.0,10,Diesel,89000,7
Fiat,Doblo,300000,Blanc,Manuelle,2019,1.3,5,Diesel,31000,5
Jeep,Cherokee,110000,Blanc,Automatique,2019,1.4,9,Essence,81000,5
Peugeot,Bipper,330000,Blanc,Manuelle,2016,1.3,5,Diesel,22000,8
Volkswagen,Fox,10000,Blanc,Manuelle,1992,1.2,5,Essence,8000,32
Renault,Capture,162022,Beige,Manuelle,2017,3.2,5,Essence,46700,7
Suzuki,Samurai,66561,Marron,Manuelle,2017,1.4,5,Essence,63500,7
Kia,Picanto,147000,Argent,Manuelle,2016,1.6,5,Essence,29500,8
Citroen,Berlingo,300000,Blanc,Manuelle,2012,1.6,5,Diesel,18000,12
Kia,Sportage,169000,Gris,Automatique,2021,1.6,7,Diesel,105000,3
Volkswagen,Golf,100000,Gris,Manuelle,2020,1.0,5,Essence,70000,4
Renault,Symbol,186,Camel,Manuelle,2010,1.2,5,Essence,24500,14
Citroen,C-Elysée,120000,Gris,Automatique,2015,1.5,7,Essence,26500,9
Renault,Megane Estate,42000,Noir,Automatique,2019,1.2,7,Essence,60000,5
Volkswagen,Polo,113000,Gris,Manuelle,2010,1.2,5,Essence,25000,14
Suzuki,Celerio,180000,Marron,Manuelle,2017,1.0,5,Essence,35000,7
Mercedes-Benz,Classe CLK,270000,Bleu,Manuelle,2002,2.0,11,Essence,28500,22
Opel,Corsa,377000,Bleu,Manuelle,1997,1.2,4,Essence,12500,27
Renault,Clio,57000,Bleu,Manuelle,2019,1.2,5,Essence,45000,5
Citroen,DS3,95000,Blanc,Manuelle,2010,1.4,5,Essence,31000,14
Kia,Rio,75,Blanc,Manuelle,2021,1.2,88,Essence,999999,3
Renault,19,222,Noir,Manuelle,1992,1.2,5,Essence,8500,32
Volkswagen,Passat CC,215000,Noir,Manuelle,2012,1.6,5,Diesel,47000,12
Kia,Sportage,28000,Noir,Automatique,2021,1.4,8,Essence,97000,3
Ford,Fiesta,201,Bleu,Manuelle,2008,1.2,5,Essence,18000,16
Renault,Clio,100,Noir,Manuelle,2019,1.2,4,Essence,37500,5
